ID,stage,error,details
8DSY_AB,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/8DSY_A_x_AR.pdb, B:"
8DSZ_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8EQZ_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8F5Y_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/8F5Y_B_x_AR.pdb"
8FAV_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8FB1_AB,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/8FB1_A_x_ER.pdb, B:"
8FB2_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/8FB2_B_x_ER.pdb"
8HF8_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/8HF8_B_x_AR.pdb"
8PBO_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVN_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVO_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVP_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVQ_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVR_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVS_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVT_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVU_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8SVX_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8XS8_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8XSB_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
